April 12th|REJECT TANTALIZING GIFTS|“Atreus: Who would reject the flood of fortune’s gifts? Thyestes: Anyone who has experienced how easily they flow back.” —SENECA, THYESTES, 536
April 13th|LESS IS MORE|“Don’t act grudgingly, selfishly, without due diligence, or to be a contrarian. Don’t overdress your thought in fine language. Don’t be a person of too many words and too many deeds. . . . Be cheerful, not wanting outside help or the relief others might bring. A person needs to stand on their own, not be propped up.” —MARCUS AURELIUS, MEDITATIONS, 3.5
April 14th|BECOMING AN EXPERT IN WHAT MATTERS|“Believe me, it’s better to produce the balance-sheet of your own life than that of the grain market.” —SENECA, ON THE BREVITY OF LIFE, 18.3b
April 15th|PAY YOUR TAXES|“Nothing will ever befall me that I will receive with gloom or a bad disposition. I will pay my taxes gladly. Now, all the things which cause complaint or dread are like the taxes of life—things from which, my dear Lucilius, you should never hope for exemption or seek escape.” —SENECA, MORAL LETTERS, 96.2
April 16th|OBSERVE CAUSE AND EFFECT|“Pay close attention in conversation to what is being said, and to what follows from any action. In the action, immediately look for the target, in words, listen closely to what’s being signaled.” —MARCUS AURELIUS, MEDITATIONS, 7.4
April 17th|NO HARM, NO FOUL|“Do away with the opinion I am harmed, and the harm is cast away too. Do away with being harmed, and harm disappears.” —MARCUS AURELIUS, MEDITATIONS, 4.7
April 18th|OPINIONS ARE LIKE . . .|“What is bad luck? Opinion. What are conflict, dispute, blame, accusation, irreverence, and frivolity? They are all opinions, and more than that, they are opinions that lie outside of our own reasoned choice, presented as if they were good or evil. Let a person shift their opinions only to what belongs in the field of their own choice, and I guarantee that person will have peace of mind, whatever is happening around them.” —EPICTETUS, DISCOURSES, 3.3.18b–19
April 19th|OUR SPHERE OF IMPULSES|“Epictetus says we must discover the missing art of assent and pay special attention to the sphere of our impulses—that they are subject to reservation, to the common good, and that they are in proportion to actual worth.” —MARCUS AURELIUS, MEDITATIONS, 11.37
April 20th|REAL GOOD IS SIMPLE|“Here’s a way to think about what the masses regard as being ‘good’ things. If you would first start by setting your mind upon things that are unquestionably good—wisdom, self-control, justice, courage—with this preconception you’ll no longer be able to listen to the popular refrain that there are too many good things to experience in a lifetime.” —MARCUS AURELIUS, MEDITATIONS, 5.12
April 21st|DON’T LET YOUR ATTENTION SLIDE|“When you let your attention slide for a bit, don’t think you will get back a grip on it whenever you wish—instead, bear in mind that because of today’s mistake everything that follows will be necessarily worse. . . . Is it possible to be free from error? Not by any means, but it is possible to be a person always stretching to avoid error. For we must be content to at least escape a few mistakes by never letting our attention slide.” —EPICTETUS, DISCOURSES, 4.12.1; 19
April 22nd|THE MARKS OF A RATIONAL PERSON|“These are the characteristics of the rational soul: self-awareness, self-examination, and self-determination. It reaps its own harvest. . . . It succeeds in its own purpose . . .” —MARCUS AURELIUS, MEDITATIONS, 11.1–2
April 23rd|THE MIND IS ALL YOURS|“You have been formed of three parts—body, breath, and mind. Of these, the first two are yours insofar as they are only in your care. The third alone is truly yours.” —MARCUS AURELIUS, MEDITATIONS, 12.3
April 24th|A PRODUCTIVE USE FOR CONTEMPT|“Just as when meat or other foods are set before us we think, this is a dead fish, a dead bird or pig; and also, this fine wine is only the juice of a bunch of grapes, this purple-edged robe just sheep’s wool dyed in a bit of blood from a shellfish; or of sex, that it is only rubbing private parts together followed by a spasmic discharge—in the same way our impressions grab actual events and permeate them, so we see them as they really are.” —MARCUS AURELIUS, MEDITATIONS, 6.13
April 25th|THERE’S NOTHING WRONG WITH BEING WRONG|“If anyone can prove and show to me that I think and act in error, I will gladly change it—for I seek the truth, by which no one has ever been harmed. The one who is harmed is the one who abides in deceit and ignorance.” —MARCUS AURELIUS, MEDITATIONS, 6.21
April 26th|THINGS HAPPEN IN TRAINING|“When your sparring partner scratches or head-butts you, you don’t then make a show of it, or protest, or view him with suspicion or as plotting against you. And yet you keep an eye on him, not as an enemy or with suspicion, but with a healthy avoidance. You should act this way with all things in life. We should give a pass to many things with our fellow trainees. For, as I’ve said, it’s possible to avoid without suspicion or hate.” —MARCUS AURELIUS, MEDITATIONS, 6.20
April 27th|TURN IT INSIDE OUT|“Turn it inside out and see what it is like—what it becomes like when old, sick, or prostituting itself. How short-lived the praiser and praised, the one who remembers and the remembered. Remembered in some corner of these parts, and even there not in the same way by all, or even by one. And the whole earth is but a mere speck.” —MARCUS AURELIUS, MEDITATIONS, 8.21
April 28th|WANTS MAKE YOU A SERVANT|“Tantalus: The highest power is— Thyestes: No power, if you desire nothing.” —SENECA, THYESTES, 440
April 29th|WASHING AWAY THE DUST OF LIFE|“Watch the stars in their courses and imagine yourself running alongside them. Think constantly on the changes of the elements into each other, for such thoughts wash away the dust of earthly life.” —MARCUS AURELIUS, MEDITATIONS, 7.47
April 30th|WHAT IS IN KEEPING WITH YOUR CHARACTER?|“Just as what is considered rational or irrational differs for each person, in the same way what is good or evil and useful or useless differs for each person. This is why we need education, so that we might learn how to adjust our preconceived notions of the rational and irrational in harmony with nature. In sorting this out, we don’t simply rely on our estimate of the value of external things, but also apply the rule of what is in keeping with one’s character.” —EPICTETUS, DISCOURSES, 1.2.5–7
May 1st|MAKE CHARACTER YOUR LOUDEST STATEMENT|“For philosophy doesn’t consist in outward display, but in taking heed to what is needed and being mindful of it.” —MUSONIUS RUFUS, LECTURES, 16.75.15–16
May 2nd|BE THE PERSON YOU WANT TO BE|“First tell yourself what kind of person you want to be, then do what you have to do. For in nearly every pursuit we see this to be the case. Those in athletic pursuit first choose the sport they want, and then do that work.” —EPICTETUS, DISCOURSES, 3.23.1–2a
May 3rd|SHOW, NOT TELL, WHAT YOU KNOW|“Those who receive the bare theories immediately want to spew them, as an upset stomach does its food. First digest your theories and you won’t throw them up. Otherwise they will be raw, spoiled, and not nourishing. After you’ve digested them, show us the changes in your reasoned choices, just like the shoulders of gymnasts display their diet and training, and as the craft of artisans show in what they’ve learned.” —EPICTETUS, DISCOURSES, 3.21.1–3
May 4th|WHAT’S TRULY IMPRESSIVE|“How much better is it to be known for doing well by many than for living extravagantly? How much more worthy than spending on sticks and stones is it to spend on people?” —MUSONIUS RUFUS, LECTURES, 19.91.26–28
May 5th|YOU ARE THE PROJECT|“The raw material for the work of a good and excellent person is their own guiding reason, the body is that of the doctor and the physical trainer, and the farm the farmer’s.” —EPICTETUS, DISCOURSES, 3.3.1
May 6th|RIGHTEOUSNESS IS BEAUTIFUL|“Then what makes a beautiful human being? Isn’t it the presence of human excellence? Young friend, if you wish to be beautiful, then work diligently at human excellence. And what is that? Observe those whom you praise without prejudice. The just or the unjust? The just. The even-tempered or the undisciplined? The even-tempered. The self-controlled or the uncontrolled? The self-controlled. In making yourself that kind of person, you will become beautiful—but to the extent you ignore these qualities, you’ll be ugly, even if you use every trick in the book to appear beautiful.” —EPICTETUS, DISCOURSES, 3.1.6b–9
May 7th|HOW TO HAVE A GOOD DAY|“God laid down this law, saying: if you want some good, get it from yourself.” —EPICTETUS, DISCOURSES, 1.29.4
May 8th|GOOD AND EVIL? LOOK AT YOUR CHOICES|“Where is Good? In our reasoned choices. Where is Evil? In our reasoned choices. Where is that which is neither Good nor Evil? In the things outside of our own reasoned choice.” —EPICTETUS, DISCOURSES, 2.16.1
May 9th|CARPE DIEM|“Let us therefore set out whole-heartedly, leaving aside our many distractions and exert ourselves in this single purpose, before we realize too late the swift and unstoppable flight of time and are left behind. As each day arises, welcome it as the very best day of all, and make it your own possession. We must seize what flees.” —SENECA, MORAL LETTERS, 108.27b–28a
May 10th|DON’T BE INSPIRED, BE INSPIRATIONAL|“Let us also produce some bold act of our own—and join the ranks of the most emulated.” —SENECA, MORAL LETTERS, 98.13b
May 11th|GUILT IS WORSE THAN JAIL|“The greatest portion of peace of mind is doing nothing wrong. Those who lack self-control live disoriented and disturbed lives.” —SENECA, MORAL LETTERS, 105.7
May 12th|KINDNESS IS ALWAYS THE RIGHT RESPONSE|“Kindness is invincible, but only when it’s sincere, with no hypocrisy or faking. For what can even the most malicious person do if you keep showing kindness and, if given the chance, you gently point out where they went wrong—right as they are trying to harm you?” —MARCUS AURELIUS, MEDITATIONS, 11.18.5.9a
May 13th|FUELING THE HABIT BONFIRE|“Every habit and capability is confirmed and grows in its corresponding actions, walking by walking, and running by running . . . therefore, if you want to do something make a habit of it, if you don’t want to do that, don’t, but make a habit of something else instead. The same principle is at work in our state of mind. When you get angry, you’ve not only experienced that evil, but you’ve also reinforced a bad habit, adding fuel to the fire.” —EPICTETUS, DISCOURSES, 2.18.1–5
May 14th|OUR WELL-BEING LIES IN OUR ACTIONS|“Those obsessed with glory attach their well-being to the regard of others, those who love pleasure tie it to feelings, but the one with true understanding seeks it only in their own actions. . . . Think on the character of the people one wishes to please, the possessions one means to gain, and the tactics one employs to such ends. How quickly time erases such things, and how many will yet be wiped away.” —MARCUS AURELIUS, MEDITATIONS, 6:51, 59
May 15th|COUNT YOUR BLESSINGS|“Don’t set your mind on things you don’t possess as if they were yours, but count the blessings you actually possess and think how much you would desire them if they weren’t already yours. But watch yourself, that you don’t value these things to the point of being troubled if you should lose them.” —MARCUS AURELIUS, MEDITATIONS, 7.27
May 16th|THE CHAIN METHOD|“If you don’t wish to be a hot-head, don’t feed your habit. Try as a first step to remain calm and count the days you haven’t been angry. I used to be angry every day, now every other day, then every third or fourth . . . if you make it as far as 30 days, thank God! For habit is first weakened and then obliterated. When you can say ‘I didn’t lose my temper today, or the next day, or for three or four months, but kept my cool under provocation,’ you will know you are in better health.” —EPICTETUS, DISCOURSES, 2.18.11b–14
May 17th|THE STOIC IS A WORK IN PROGRESS|“Show me someone sick and happy, in danger and happy, dying and happy, exiled and happy, disgraced and happy. Show me! By God, how much I’d like to see a Stoic. But since you can’t show me someone that perfectly formed, at least show me someone actively forming themselves so, inclined in this way. . . . Show me!” —EPICTETUS, DISCOURSES, 2.19.24–25a, 28
May 18th|HOW YOU DO ANYTHING IS HOW YOU DO EVERYTHING|“Pay attention to what’s in front of you—the principle, the task, or what’s being portrayed.” —MARCUS AURELIUS, MEDITATIONS, 8.22
May 19th|LEARN, PRACTICE, TRAIN|“That’s why the philosophers warn us not to be satisfied with mere learning, but to add practice and then training. For as time passes we forget what we learned and end up doing the opposite, and hold opinions the opposite of what we should.” —EPICTETUS, DISCOURSES, 2.9.13–14
May 20th|QUALITY OVER QUANTITY|“What’s the point of having countless books and libraries, whose titles could hardly be read through in a lifetime. The learner is not taught, but burdened by the sheer volume, and it’s better to plant the seeds of a few authors than to be scattered about by many.” —SENECA, ON TRANQUILITY OF MIND, 9.4
May 21st|WHAT KIND OF BOXER ARE YOU?|“But what is philosophy? Doesn’t it simply mean preparing ourselves for what may come? Don’t you understand that really amounts to saying that if I would so prepare myself to endure, then let anything happen that will? Otherwise, it would be like the boxer exiting the ring because he took some punches. Actually, you can leave the boxing ring without consequence, but what advantage would come from abandoning the pursuit of wisdom? So, what should each of us say to every trial we face? This is what I’ve trained for, for this my discipline!” —EPICTETUS, DISCOURSES, 3.10.6–7
May 22nd|TODAY IS THE DAY|“You get what you deserve. Instead of being a good person today, you choose instead to become one tomorrow.” —MARCUS AURELIUS, MEDITATIONS, 8.22
May 23rd|SHOW ME HOW TO LIVE|“Show me that the good life doesn’t consist in its length, but in its use, and that it is possible—no, entirely too common—for a person who has had a long life to have lived too little.” —SENECA, MORAL LETTERS, 49.10b
May 24th|MAKING YOUR OWN GOOD FORTUNE|“You say, good fortune used to meet you at every corner. But the fortunate person is the one who gives themselves a good fortune. And good fortunes are a well-tuned soul, good impulses and good actions.” —MARCUS AURELIUS, MEDITATIONS, 5.36
May 25th|WHERE TO FIND JOY|“Joy for human beings lies in proper human work. And proper human work consists in: acts of kindness to other human beings, disdain for the stirrings of the senses, identifying trustworthy impressions, and contemplating the natural order and all that happens in keeping with it.” —MARCUS AURELIUS, MEDITATIONS, 8.26
May 26th|STOP CARING WHAT PEOPLE THINK|“I’m constantly amazed by how easily we love ourselves above all others, yet we put more stock in the opinions of others than in our own estimation of self. . . . How much credence we give to the opinions our peers have of us and how little to our very own!” —MARCUS AURELIUS, MEDITATIONS, 12.4
May 27th|SWEAT THE SMALL STUFF|“Well-being is realized by small steps, but is truly no small thing.” —ZENO, QUOTED IN DIOGENES LAERTIUS, LIVES OF THE EMINENT PHILOSOPHERS, 7.1.26
May 28th|THE FIRST TWO THINGS BEFORE ACTING|“The first thing to do—don’t get worked up. For everything happens according to the nature of all things, and in a short time you’ll be nobody and nowhere, even as the great emperors Hadrian and Augustus are now. The next thing to do—consider carefully the task at hand for what it is, while remembering that your purpose is to be a good human being. Get straight to doing what nature requires of you, and speak as you see most just and fitting—with kindness, modesty, and sincerity.” —MARCUS AURELIUS, MEDITATIONS, 8.5
May 29th|WORK IS THERAPY|“Work nourishes noble minds.” —SENECA, MORAL LETTERS, 31.5
May 30th|WORKING HARD OR HARDLY WORKING?|“I can’t call a person a hard worker just because I hear they read and write, even if working at it all night. Until I know what a person is working for, I can’t deem them industrious. . . . I can if the end they work for is their own ruling principle, having it be and remain in constant harmony with Nature.” —EPICTETUS, DISCOURSES, 4.4.41; 43
May 31st|WE HAVE BUT ONE OBLIGATION|“What is your vocation? To be a good person.” —MARCUS AURELIUS, MEDITATIONS, 11.5
June 1st|ALWAYS HAVE A MENTAL REVERSE CLAUSE|“Indeed, no one can thwart the purposes of your mind—for they can’t be touched by fire, steel, tyranny, slander, or anything.” —MARCUS AURELIUS, MEDITATIONS, 8.41
June 2nd|PLATO’S VIEW|“How beautifully Plato put it. Whenever you want to talk about people, it’s best to take a bird’s-eye view and see everything all at once—of gatherings, armies, farms, weddings and divorces, births and deaths, noisy courtrooms or silent spaces, every foreign people, holidays, memorials, markets—all blended together and arranged in a pairing of opposites.” —MARCUS AURELIUS, MEDITATIONS, 7.48
June 3rd|IT IS WELL TO BE FLEXIBLE|“He can’t serve in the military? Let him seek public office. Must he live in the private sector? Let him be a spokesperson. Is he condemned to silence? Let him aid his fellow citizens by silent public witness. Is it dangerous to enter the Forum? Let him display himself, in private homes, at public events and gatherings, as a good associate, faithful friend, and moderate tablemate. Has he lost the duties of a citizen? Let him exercise those of a human being.” —SENECA, ON TRANQUILITY OF MIND, 4.3
June 4th|THIS IS WHAT WE’RE HERE FOR|“Why then are we offended? Why do we complain? This is what we’re here for.” —SENECA, ON PROVIDENCE, 5.7b–8
June 5th|BLOW YOUR OWN NOSE|“We cry to God Almighty, how can we escape this agony? Fool, don’t you have hands? Or could it be God forgot to give you a pair? Sit and pray your nose doesn’t run! Or, rather just wipe your nose and stop seeking a scapegoat.” —EPICTETUS, DISCOURSES, 2.16.13
June 6th|WHEN TO STICK AND WHEN TO QUIT|“Think of those who, not by fault of inconsistency but by lack of effort, are too unstable to live as they wish, but only live as they have begun.” —SENECA, ON TRANQUILITY OF MIND, 2.6b
June 7th|FINDING THE RIGHT MENTORS|“We like to say that we don’t get to choose our parents, that they were given by chance—yet we can truly choose whose children we’d like to be.” —SENECA, ON THE BREVITY OF LIFE, 15.3a
June 8th|BRICK BY BORING BRICK|“You must build up your life action by action, and be content if each one achieves its goal as far as possible—and no one can keep you from this. But there will be some external obstacle! Perhaps, but no obstacle to acting with justice, self-control, and wisdom. But what if some other area of my action is thwarted? Well, gladly accept the obstacle for what it is and shift your attention to what is given, and another action will immediately take its place, one that better fits the life you are building.” —MARCUS AURELIUS, MEDITATIONS, 8.32
June 9th|SOLVE PROBLEMS EARLY|“There is no vice which lacks a defense, none that at the outset isn’t modest and easily intervened—but after this the trouble spreads widely. If you allow it to get started you won’t be able to control when it stops. Every emotion is at first weak. Later it rouses itself and gathers strength as it moves along—it’s easier to slow it down than to supplant it.” —SENECA, MORAL LETTERS, 106.2b–3a
June 10th|YOU CAN DO IT|“If you find something very difficult to achieve yourself, don’t imagine it impossible—for anything possible and proper for another person can be achieved as easily by you.” —MARCUS AURELIUS, MEDITATIONS, 6.19
June 11th|JUST DON’T MAKE THINGS WORSE|“How much more harmful are the consequences of anger and grief than the circumstances that aroused them in us!” —MARCUS AURELIUS, MEDITATIONS, 11.18.8
June 12th|A TRAINED MIND IS BETTER THAN ANY SCRIPT|“In this way you must understand how laughable it is to say, ‘Tell me what to do!’ What advice could I possibly give? No, a far better request is, ‘Train my mind to adapt to any circumstance.’ . . . In this way, if circumstances take you off script . . . you won’t be desperate for a new prompting.” —EPICTETUS, DISCOURSES, 2.2.20b–1; 24b–25a
June 13th|LIFE IS A BATTLEFIELD|“Don’t you know life is like a military campaign? One must serve on watch, another in reconnaissance, another on the front line. . . . So it is for us—each person’s life is a kind of battle, and a long and varied one too. You must keep watch like a soldier and do everything commanded. . . . You have been stationed in a key post, not some lowly place, and not for a short time but for life.” —EPICTETUS, DISCOURSES, 3.24.31–36
June 14th|TRY THE OTHER HANDLE|“Every event has two handles—one by which it can be carried, and one by which it can’t. If your brother does you wrong, don’t grab it by his wronging, because this is the handle incapable of lifting it. Instead, use the other—that he is your brother, that you were raised together, and then you will have hold of the handle that carries.” —EPICTETUS, ENCHIRIDION, 43
June 15th|LISTENING ACCOMPLISHES MORE THAN SPEAKING|“To the youngster talking nonsense Zeno said, ‘The reason why we have two ears and only one mouth is so we might listen more and talk less.’” —DIOGENES LAERTIUS, LIVES OF EMINENT PHILOSOPHERS, 7.1.23
June 16th|NO SHAME IN NEEDING HELP|“Don’t be ashamed of needing help. You have a duty to fulfill just like a soldier on the wall of battle. So what if you are injured and can’t climb up without another soldier’s help?” —MARCUS AURELIUS, MEDITATIONS, 7.7
June 17th|OFFENSE OR DEFENSE?|“Fortune doesn’t have the long reach we suppose, she can only lay siege to those who hold her tight. So, let’s step back from her as much as possible.” —SENECA, MORAL LETTERS, 82.5b–6
June 18th|PREPARED AND ACTIVE|“Let Fate find us prepared and active. Here is the great soul—the one who surrenders to Fate. The opposite is the weak and degenerate one, who struggles with and has a poor regard for the order of the world, and seeks to correct the faults of the gods rather than their own.” —SENECA, MORAL LETTERS, 107.12
June 19th|STAY FOCUSED ON THE PRESENT|“Don’t let your reflection on the whole sweep of life crush you. Don’t fill your mind with all the bad things that might still happen. Stay focused on the present situation and ask yourself why it’s so unbearable and can’t be survived.” —MARCUS AURELIUS, MEDITATIONS, 8.36
June 20th|CALM IS CONTAGIOUS|“If then it’s not that the things you pursue or avoid are coming at you, but rather that you in a sense are seeking them out, at least try to keep your judgment of them steady, and they too will remain calm and you won’t be seen chasing after or fleeing from them.” —MARCUS AURELIUS, MEDITATIONS, 11.11
June 21st|TAKE A WALK|“We should take wandering outdoor walks, so that the mind might be nourished and refreshed by the open air and deep breathing.” —SENECA, ON TRANQUILITY OF MIND, 17.8
June 22nd|THE DEFINITION OF INSANITY|“If you are defeated once and tell yourself you will overcome, but carry on as before, know in the end you’ll be so ill and weakened that eventually you won’t even notice your mistake and will begin to rationalize your behavior.” —EPICTETUS, DISCOURSES, 2.18.31
June 23rd|THE LONG WAY AROUND|“You could enjoy this very moment all the things you are praying to reach by taking the long way around—if you’d stop depriving yourself of them.” —MARCUS AURELIUS, MEDITATIONS, 12.1
June 24th|THE TRULY EDUCATED AREN’T QUARRELSOME|“The beautiful and good person neither fights with anyone nor, as much as they are able, permits others to fight . . . this is the meaning of getting an education—learning what is your own affair and what is not. If a person carries themselves so, where is there any room for fighting?” —EPICTETUS, DISCOURSES, 4.5.1; 7b–8a
June 25th|THE WISE DON’T HAVE “PROBLEMS”|“This is why we say that nothing happens to the wise person contrary to their expectations.” —SENECA, ON TRANQUILITY OF MIND, 13.3b
June 26th|TRY THE OPPOSITE|“What assistance can we find in the fight against habit? Try the opposite!” —EPICTETUS, DISCOURSES, 1.27.4
June 27th|ADVERSITY REVEALS|“How does it help, my husband, to make misfortune heavier by complaining about it? This is more fit for a king—to seize your adversities head on. The more precarious his situation, the more imminent his fall from power, the more firmly he should be resolved to stand and fight. It isn’t manly to retreat from fortune.” —SENECA, OEDIPUS, 80
June 28th|NO SELF-FLAGELLATION NEEDED|“Philosophy calls for simple living, but not for penance—it’s quite possible to be simple without being crude.” —SENECA, MORAL LETTERS, 5.5
June 29th|NO EXCUSES|“It is possible to curb your arrogance, to overcome pleasure and pain, to rise above your ambition, and to not be angry with stupid and ungrateful people—yes, even to care for them.” —MARCUS AURELIUS, MEDITATIONS, 8.8
June 30th|THE OBSTACLE IS THE WAY|“While it’s true that someone can impede our actions, they can’t impede our intentions and our attitudes, which have the power of being conditional and adaptable. For the mind adapts and converts any obstacle to its action into a means of achieving it. That which is an impediment to action is turned to advance action. The obstacle on the path becomes the way.” —MARCUS AURELIUS, MEDITATIONS, 5.20
July 1st|DO YOUR JOB|“Whatever anyone does or says, for my part I’m bound to the good. In the same way an emerald or gold or purple might always proclaim: ‘whatever anyone does or says, I must be what I am and show my true colors.’” —MARCUS AURELIUS, MEDITATIONS, 7.15
July 2nd|ON DUTY AND CIRCUMSTANCE|“Never shirk the proper dispatch of your duty, no matter if you are freezing or hot, groggy or well-rested, vilified or praised, not even if dying or pressed by other demands. Even dying is one of the important assignments of life and, in this as in all else, make the most of your resources to do well the duty at hand.” —MARCUS AURELIUS, MEDITATIONS, 6.2
July 3rd|TURN HAVE TO INTO GET TO|“The task of a philosopher: we should bring our will into harmony with whatever happens, so that nothing happens against our will and nothing that we wish for fails to happen.” —EPICTETUS, DISCOURSES, 2.14.7
July 4th|PROTECT THE FLAME|“Protect your own good in all that you do, and as concerns everything else take what is given as far as you can make reasoned use of it. If you don’t, you’ll be unlucky, prone to failure, hindered and stymied.” —EPICTETUS, DISCOURSES, 4.3.11
July 5th|NO ONE SAID IT’D BE EASY|“Good people will do what they find honorable to do, even if it requires hard work; they’ll do it even if it causes them injury; they’ll do it even if it will bring danger. Again, they won’t do what they find base, even if it brings wealth, pleasure, or power. Nothing will deter them from what is honorable, and nothing will lure them into what is base.” —SENECA, MORAL LETTERS, 76.18
July 6th|RISE AND SHINE|“On those mornings you struggle with getting up, keep this thought in mind—I am awakening to the work of a human being. Why then am I annoyed that I am going to do what I’m made for, the very things for which I was put into this world? Or was I made for this, to snuggle under the covers and keep warm? It’s so pleasurable. Were you then made for pleasure? In short, to be coddled or to exert yourself?” —MARCUS AURELIUS, MEDITATIONS, 5.1
July 7th|OUR DUTY TO LEARN|“This is what you should teach me, how to be like Odysseus—how to love my country, wife and father, and how, even after suffering shipwreck, I might keep sailing on course to those honorable ends.” —SENECA, MORAL LETTERS, 88.7b
July 8th|STOP MONKEYING AROUND|“Enough of this miserable, whining life. Stop monkeying around! Why are you troubled? What’s new here? What’s so confounding? The one responsible? Take a good look. Or just the matter itself? Then look at that. There’s nothing else to look at. And as far as the gods go, by now you could try being more straightforward and kind. It’s the same, whether you’ve examined these things for a hundred years, or only three.” —MARCUS AURELIUS, MEDITATIONS, 9.37
July 9th|THE PHILOSOPHER KING|“For I believe a good king is from the outset and by necessity a philosopher, and the philosopher is from the outset a kingly person.” —MUSONIUS RUFUS, LECTURES, 8.33.32–34
July 10th|LOVE THE HUMBLE ART|“Love the humble art you have learned, and take rest in it. Pass through the remainder of your days as one who whole-heartedly entrusts all possessions to the gods, making yourself neither a tyrant nor a slave to any person.” —MARCUS AURELIUS, MEDITATIONS, 4.31
July 11th|THE START-UP OF YOU|“But what does Socrates say? ‘Just as one person delights in improving his farm, and another his horse, so I delight in attending to my own improvement day by day.’” —EPICTETUS, DISCOURSES, 3.5.14
July 12th|SOME SIMPLE RULES|“In your actions, don’t procrastinate. In your conversations, don’t confuse. In your thoughts, don’t wander. In your soul, don’t be passive or aggressive. In your life, don’t be all about business.” —MARCUS AURELIUS, MEDITATIONS, 8.51
July 13th|A LEADER LEADS|“One person, on doing well by others, immediately accounts the expected favor in return. Another is not so quick, but still considers the person a debtor and knows the favor. A third kind of person acts as if not conscious of the deed, rather like a vine producing a cluster of grapes without making further demands, like a horse after its race, or a dog after its walk, or a bee after making its honey. Such a person, having done a good deed, won’t go shouting from rooftops but simply moves on to the next deed just like the vine produces another bunch of grapes in the right season.” —MARCUS AURELIUS, MEDITATIONS, 5.6
July 14th|A LITTLE KNOWLEDGE IS DANGEROUS|“Every great power is dangerous for the beginner. You must therefore wield them as you are able, but in harmony with nature.” —EPICTETUS, DISCOURSES, 3.13.20
July 15th|DOING THE RIGHT THING IS ENOUGH|“When you’ve done well and another has benefited by it, why like a fool do you look for a third thing on top—credit for the good deed or a favor in return?” —MARCUS AURELIUS, MEDITATIONS, 7.73
July 16th|PROGRESS OF THE SOUL|“To what service is my soul committed? Constantly ask yourself this and thoroughly examine yourself by seeing how you relate to that part called the ruling principle. Whose soul do I have now? Do I have that of a child, a youth . . . a tyrant, a pet, or a wild animal?” —MARCUS AURELIUS, MEDITATIONS, 5.11
July 17th|DON’T ABANDON OTHERS . . . OR YOURSELF|“As you move forward along the path of reason, people will stand in your way. They will never be able to keep you from doing what’s sound, so don’t let them knock out your goodwill for them. Keep a steady watch on both fronts, not only for well-based judgments and actions, but also for gentleness with those who would obstruct our path or create other difficulties. For getting angry is also a weakness, just as much as abandoning the task or surrendering under panic. For doing either is an equal desertion—the one by shrinking back and the other by estrangement from family and friend.” —MARCUS AURELIUS, MEDITATIONS, 11.9
July 18th|EACH THE MASTER OF THEIR OWN DOMAIN|“My reasoned choice is as indifferent to the reasoned choice of my neighbor, as to his breath and body. However much we’ve been made for cooperation, the ruling reason in each of us is master of its own affairs. If this weren’t the case, the evil in someone else could become my harm, and God didn’t mean for someone else to control my misfortune.” —MARCUS AURELIUS, MEDITATIONS, 8.56
July 19th|FORGIVE THEM BECAUSE THEY DON’T KNOW|“As Plato said, every soul is deprived of truth against its will. The same holds true for justice, self-control, goodwill to others, and every similar virtue. It’s essential to constantly keep this in your mind, for it will make you more gentle to all.” —MARCUS AURELIUS, MEDITATIONS, 7.63
July 20th|MADE FOR JUSTICE|“The unjust person acts against the gods. For insofar as the nature of the universe made rational creatures for the sake of each other, with an eye toward mutual benefit based on true value and never for harm, anyone breaking nature’s will obviously acts against the oldest of gods.” —MARCUS AURELIUS, MEDITATIONS, 9.1.1
July 21st|MADE FOR WORKING TOGETHER|“Whenever you have trouble getting up in the morning, remind yourself that you’ve been made by nature for the purpose of working with others, whereas even unthinking animals share sleeping. And it’s our own natural purpose that is more fitting and more satisfying.” —MARCUS AURELIUS, MEDITATIONS, 8.12
July 22nd|NO ONE HAS A GUN TO YOUR HEAD|“Nothing is noble if it’s done unwillingly or under compulsion. Every noble deed is voluntary.” —SENECA, MORAL LETTERS, 66.16b
July 23rd|RECEIVE HONORS AND SLIGHTS|EXACTLY THE SAME WAY “Receive without pride, let go without attachment.” —MARCUS AURELIUS, MEDITATIONS, 8.33
July 24th|SOMEWHERE SOMEONE’S DYING|“Whenever disturbing news is delivered to you, bear in mind that no news can ever be relevant to your reasoned choice. Can anyone break news to you that your assumptions or desires are wrong? No way! But they can tell you someone died—even so, what is that to you?” —EPICTETUS, DISCOURSES, 3.18.1–2
July 25th|WHAT’S ON YOUR TOMBSTONE?|“When you see someone often flashing their rank or position, or someone whose name is often bandied about in public, don’t be envious; such things are bought at the expense of life. . . . Some die on the first rungs of the ladder of success, others before they can reach the top, and the few that make it to the top of their ambition through a thousand indignities realize at the end it’s only for an inscription on their gravestone.” —SENECA, ON THE BREVITY OF LIFE, 20
July 26th|WHEN GOOD MEN DO NOTHING|“Often injustice lies in what you aren’t doing, not only in what you are doing.” —MARCUS AURELIUS, MEDITATIONS, 9.5
July 27th|WHERE IS ANYTHING BETTER?|“Indeed, if you find anything in human life better than justice, truth, self-control, courage—in short, anything better than the sufficiency of your own mind, which keeps you acting according to the demands of true reason and accepting what fate gives you outside of your own power of choice—I tell you, if you can see anything better than this, turn to it heart and soul and take full advantage of this greater good you’ve found.” —MARCUS AURELIUS, MEDITATIONS, 3.6.1
